DC:0000001	46,XY Sex Reversal	DOID:14448	46 XY gonadal dysgenesis	false	
DC:0000001	46,XY Sex Reversal	DOID:14448	46 XY gonadal dysgenesis	true	
DC:0000006	Achromatopsia	DOID:13911	achromatopsia	false	
DC:0000006	Achromatopsia	DOID:13911	achromatopsia	true	
DC:0000007	Acne Inversa	DOID:2280	hidradenitis suppurativa	false	
DC:0000008	Carpenter Syndrome	DOID:0060234	Carpenter syndrome	false	
DC:0000008	Carpenter Syndrome	DOID:0060234	Carpenter syndrome	true	
DC:0000009	Acromesomelic dysplasia	DOID:0080049	acromesomelic dysplasia	false	
DC:0000009	Acromesomelic dysplasia	DOID:0080049	acromesomelic dysplasia	true	
DC:0000013	Agammaglobulinemia	DOID:2583	agammaglobulinemia	false	
DC:0000013	Agammaglobulinemia	DOID:2583	agammaglobulinemia	true	
DC:0000014	Aicardi-Goutieres Syndrome	DOID:0050629	Aicardi-Goutieres syndrome	false	
DC:0000014	Aicardi-Goutieres Syndrome	DOID:0050629	Aicardi-Goutieres syndrome	true	
DC:0000015	Alagille Syndrome	DOID:9245	Alagille syndrome	false	
DC:0000015	Alagille Syndrome	DOID:9245	Alagille syndrome	true	
DC:0000019	Alport Syndrome	DOID:10983	Alport syndrome	false	
DC:0000019	Alport Syndrome	DOID:10983	Alport syndrome	true	
DC:0000020	Alzheimer Disease	DOID:10652	Alzheimer's disease	false	
DC:0000020	Alzheimer Disease	DOID:10652	Alzheimer's disease	true	
DC:0000021	Leber Congenital Amaurosis	DOID:14791	Leber congenital amaurosis	false	
DC:0000021	Leber Congenital Amaurosis	DOID:14791	Leber congenital amaurosis	true	
DC:0000022	Amelogenesis Imperfecta	DOID:2187	amelogenesis imperfecta	false	
DC:0000022	Amelogenesis Imperfecta	DOID:2187	amelogenesis imperfecta	true	
DC:0000023	Amyloidosis, Primary Localized Cutaneous	DOID:0050639	primary cutaneous amyloidosis	false	
DC:0000024	Amyotrophic Lateral Sclerosis	DOID:332	amyotrophic lateral sclerosis	false	
DC:0000024	Amyotrophic Lateral Sclerosis	DOID:332	amyotrophic lateral sclerosis	true	
DC:0000025	Diamond-Blackfan Anemia	DOID:1339	Diamond-Blackfan anemia	false	
DC:0000025	Diamond-Blackfan Anemia	DOID:1339	Diamond-Blackfan anemia	true	
DC:0000026	Anemia, Congenital Dyserythropoietic	DOID:1338	congenital dyserythropoietic anemia	false	
DC:0000026	Anemia, Congenital Dyserythropoietic	DOID:1338	congenital dyserythropoietic anemia	true	
DC:0000027	Aneurysm, Intracranial Berry	DOID:0060228	intracranial berry aneurysm	false	
DC:0000027	Aneurysm, Intracranial Berry	DOID:0060228	intracranial berry aneurysm	true	
DC:0000028	Hereditary Angioedemas	DOID:14735	hereditary angioedema	true	
DC:0000029	Neuropathy, Hereditary Motor and Sensory	DOID:2477	motor peripheral neuropathy	false	
DC:0000029	Neuropathy, Hereditary Motor and Sensory	DOID:2477	motor peripheral neuropathy	true	
